,Ticker,Date,Metric,Value
7263,DOV,2023-12-31,Operating Expense,1718290000.0
7264,DOV,2023-12-31,Selling General And Administration,1718290000.0
7265,DOV,2023-12-31,Gross Profit,3084633000.0
7266,DOV,2023-12-31,Cost Of Revenue,5353501000.0
7267,DOV,2023-12-31,Total Revenue,8438134000.0
7268,DOV,2023-12-31,Operating Revenue,8438134000.0
7269,DOW,2023-12-31,Tax Effect Of Unusual Items,-162750000.0
7270,DOW,2023-12-31,Tax Rate For Calcs,0.21
7271,DOW,2023-12-31,Normalized EBITDA,4788000000.0
7272,DOW,2023-12-31,Total Unusual Items,-775000000.0
7273,DOW,2023-12-31,Total Unusual Items Excluding Goodwill,-775000000.0
7274,DOW,2023-12-31,Net Income From Continuing Operation Net Minority Interest,589000000.0
7275,DOW,2023-12-31,Reconciled Depreciation,2611000000.0
7276,DOW,2023-12-31,Reconciled Cost Of Revenue,37455000000.0
7277,DOW,2023-12-31,EBITDA,4013000000.0
7278,DOW,2023-12-31,EBIT,1402000000.0
7279,DOW,2023-12-31,Net Interest Income,-517000000.0
7280,DOW,2023-12-31,Interest Expense,746000000.0
7281,DOW,2023-12-31,Interest Income,229000000.0
7282,DOW,2023-12-31,Normalized Income,1201250000.0
7283,DOW,2023-12-31,Net Income From Continuing And Discontinued Operation,589000000.0
7284,DOW,2023-12-31,Total Expenses,42522000000.0
7285,DOW,2023-12-31,Diluted Average Shares,709000000.0
7286,DOW,2023-12-31,Basic Average Shares,705700000.0
7287,DOW,2023-12-31,Diluted EPS,0.82
7288,DOW,2023-12-31,Basic EPS,0.82
7289,DOW,2023-12-31,Diluted NI Availto Com Stockholders,578000000.0
7290,DOW,2023-12-31,Net Income Common Stockholders,578000000.0
7291,DOW,2023-12-31,Otherunder Preferred Stock Dividend,11000000.0
7292,DOW,2023-12-31,Net Income,589000000.0
7293,DOW,2023-12-31,Minority Interests,-71000000.0
7294,DOW,2023-12-31,Net Income Including Noncontrolling Interests,660000000.0
7295,DOW,2023-12-31,Net Income Discontinuous Operations,
7296,DOW,2023-12-31,Net Income Continuous Operations,660000000.0
7297,DOW,2023-12-31,Tax Provision,-4000000.0
7298,DOW,2023-12-31,Pretax Income,656000000.0
7299,DOW,2023-12-31,Other Income Expense,-927000000.0
7300,DOW,2023-12-31,Other Non Operating Income Expenses,-33000000.0
7301,DOW,2023-12-31,Special Income Charges,-435000000.0
7302,DOW,2023-12-31,Gain On Sale Of Ppe,80000000.0
7303,DOW,2023-12-31,Gain On Sale Of Business,26000000.0
7304,DOW,2023-12-31,Other Special Charges,-5000000.0
7305,DOW,2023-12-31,Write Off,18000000.0
7306,DOW,2023-12-31,Restructuring And Mergern Acquisition,528000000.0
7307,DOW,2023-12-31,Earnings From Equity Interest,-119000000.0
7308,DOW,2023-12-31,Gain On Sale Of Security,-340000000.0
7309,DOW,2023-12-31,Net Non Operating Interest Income Expense,-517000000.0
7310,DOW,2023-12-31,Interest Expense Non Operating,746000000.0
7311,DOW,2023-12-31,Interest Income Non Operating,229000000.0
7312,DOW,2023-12-31,Operating Income,2100000000.0
7313,DOW,2023-12-31,Operating Expense,2780000000.0
7314,DOW,2023-12-31,Depreciation Amortization Depletion Income Statement,324000000.0
7315,DOW,2023-12-31,Depreciation And Amortization In Income Statement,324000000.0
7316,DOW,2023-12-31,Amortization,324000000.0
7317,DOW,2023-12-31,Amortization Of Intangibles Income Statement,324000000.0
7318,DOW,2023-12-31,Research And Development,829000000.0
7319,DOW,2023-12-31,Selling General And Administration,1627000000.0
7320,DOW,2023-12-31,General And Administrative Expense,
7321,DOW,2023-12-31,Other Gand A,
7322,DOW,2023-12-31,Gross Profit,4880000000.0
7323,DOW,2023-12-31,Cost Of Revenue,39742000000.0
7324,DOW,2023-12-31,Total Revenue,44622000000.0
7325,DOW,2023-12-31,Operating Revenue,44622000000.0
7178,DPZ,2023-12-31,Tax Effect Of Unusual Items,-30396.0
7179,DPZ,2023-12-31,Tax Rate For Calcs,0.204
7180,DPZ,2023-12-31,Normalized EBITDA,929704000.0
7181,DPZ,2023-12-31,Total Unusual Items,-149000.0
7182,DPZ,2023-12-31,Total Unusual Items Excluding Goodwill,-149000.0
7183,DPZ,2023-12-31,Net Income From Continuing Operation Net Minority Interest,519118000.0
7184,DPZ,2023-12-31,Reconciled Depreciation,80640000.0
7185,DPZ,2023-12-31,Reconciled Cost Of Revenue,2751941000.0
7186,DPZ,2023-12-31,EBITDA,929555000.0
7187,DPZ,2023-12-31,EBIT,848915000.0
7188,DPZ,2023-12-31,Net Interest Income,-184792000.0
7189,DPZ,2023-12-31,Interest Expense,196475000.0
7190,DPZ,2023-12-31,Interest Income,11683000.0
7191,DPZ,2023-12-31,Normalized Income,519236604.0
7192,DPZ,2023-12-31,Net Income From Continuing And Discontinued Operation,519118000.0
7193,DPZ,2023-12-31,Total Expenses,3659690000.0
7194,DPZ,2023-12-31,Total Operating Income As Reported,819519000.0
7195,DPZ,2023-12-31,Diluted Average Shares,35401313.0
7196,DPZ,2023-12-31,Basic Average Shares,35081779.0
7197,DPZ,2023-12-31,Diluted EPS,14.66
7198,DPZ,2023-12-31,Basic EPS,14.8
7199,DPZ,2023-12-31,Diluted NI Availto Com Stockholders,519118000.0
7200,DPZ,2023-12-31,Net Income Common Stockholders,519118000.0
7201,DPZ,2023-12-31,Net Income,519118000.0
7202,DPZ,2023-12-31,Net Income Including Noncontrolling Interests,519118000.0
7203,DPZ,2023-12-31,Net Income Continuous Operations,519118000.0
7204,DPZ,2023-12-31,Tax Provision,133322000.0
7205,DPZ,2023-12-31,Pretax Income,652440000.0
7206,DPZ,2023-12-31,Other Income Expense,17564000.0
7207,DPZ,2023-12-31,Other Non Operating Income Expenses,17713000.0
7208,DPZ,2023-12-31,Special Income Charges,-149000.0
7209,DPZ,2023-12-31,Restructuring And Mergern Acquisition,149000.0
7210,DPZ,2023-12-31,Net Non Operating Interest Income Expense,-184792000.0
7211,DPZ,2023-12-31,Interest Expense Non Operating,196475000.0
7212,DPZ,2023-12-31,Interest Income Non Operating,11683000.0
7213,DPZ,2023-12-31,Operating Income,819668000.0
7214,DPZ,2023-12-31,Operating Expense,907749000.0
7215,DPZ,2023-12-31,Other Operating Expenses,
7216,DPZ,2023-12-31,Selling General And Administration,907749000.0
7217,DPZ,2023-12-31,Selling And Marketing Expense,473195000.0
7218,DPZ,2023-12-31,General And Administrative Expense,434554000.0
7219,DPZ,2023-12-31,Other Gand A,434554000.0
7220,DPZ,2023-12-31,Gross Profit,1727417000.0
7221,DPZ,2023-12-31,Cost Of Revenue,2751941000.0
7222,DPZ,2023-12-31,Total Revenue,4479358000.0
7223,DPZ,2023-12-31,Operating Revenue,4479358000.0
6460,DRI,2024-05-31,Tax Effect Of Unusual Items,-1525200.0
6461,DRI,2024-05-31,Tax Rate For Calcs,0.123
6462,DRI,2024-05-31,Normalized EBITDA,1791000000.0
6463,DRI,2024-05-31,Total Unusual Items,-12400000.0
6464,DRI,2024-05-31,Total Unusual Items Excluding Goodwill,-12400000.0
6465,DRI,2024-05-31,Net Income From Continuing Operation Net Minority Interest,1030500000.0
6466,DRI,2024-05-31,Reconciled Depreciation,459900000.0
6467,DRI,2024-05-31,Reconciled Cost Of Revenue,8979800000.0
6468,DRI,2024-05-31,EBITDA,1778600000.0
6469,DRI,2024-05-31,EBIT,1318700000.0
6470,DRI,2024-05-31,Net Interest Income,-138700000.0
6471,DRI,2024-05-31,Interest Expense,143200000.0
6472,DRI,2024-05-31,Interest Income,4500000.0
6473,DRI,2024-05-31,Normalized Income,1041374800.0
6474,DRI,2024-05-31,Net Income From Continuing And Discontinued Operation,1027600000.0
6475,DRI,2024-05-31,Total Expenses,10063400000.0
6476,DRI,2024-05-31,Total Operating Income As Reported,1314200000.0
6477,DRI,2024-05-31,Diluted Average Shares,120800000.0
6478,DRI,2024-05-31,Basic Average Shares,119900000.0
6479,DRI,2024-05-31,Diluted EPS,8.51
6480,DRI,2024-05-31,Basic EPS,8.57
6481,DRI,2024-05-31,Diluted NI Availto Com Stockholders,1027600000.0
6482,DRI,2024-05-31,Net Income Common Stockholders,1027600000.0
6483,DRI,2024-05-31,Net Income,1027600000.0
6484,DRI,2024-05-31,Net Income Including Noncontrolling Interests,1027600000.0
6485,DRI,2024-05-31,Net Income Discontinuous Operations,-2900000.0
6486,DRI,2024-05-31,Net Income Continuous Operations,1030500000.0
6487,DRI,2024-05-31,Tax Provision,145000000.0
6488,DRI,2024-05-31,Pretax Income,1175500000.0
6489,DRI,2024-05-31,Other Income Expense,-12400000.0
6490,DRI,2024-05-31,Other Non Operating Income Expenses,
6491,DRI,2024-05-31,Special Income Charges,-12400000.0
6492,DRI,2024-05-31,Gain On Sale Of Ppe,-13100000.0
6493,DRI,2024-05-31,Write Off,-1000000.0
6494,DRI,2024-05-31,Impairment Of Capital Assets,300000.0
6495,DRI,2024-05-31,Net Non Operating Interest Income Expense,-138700000.0
6496,DRI,2024-05-31,Interest Expense Non Operating,143200000.0
6497,DRI,2024-05-31,Interest Income Non Operating,4500000.0
6498,DRI,2024-05-31,Operating Income,1326600000.0
6499,DRI,2024-05-31,Operating Expense,1083600000.0
6500,DRI,2024-05-31,Depreciation Amortization Depletion Income Statement,459900000.0
6501,DRI,2024-05-31,Depreciation And Amortization In Income Statement,459900000.0
6502,DRI,2024-05-31,Selling General And Administration,623700000.0
6503,DRI,2024-05-31,Selling And Marketing Expense,144500000.0
6504,DRI,2024-05-31,General And Administrative Expense,479200000.0
6505,DRI,2024-05-31,Other Gand A,479200000.0
6506,DRI,2024-05-31,Gross Profit,2410200000.0
6507,DRI,2024-05-31,Cost Of Revenue,8979800000.0
6508,DRI,2024-05-31,Total Revenue,11390000000.0
6509,DRI,2024-05-31,Operating Revenue,11390000000.0
7364,DTE,2023-12-31,Tax Effect Of Unusual Items,108000.0
7365,DTE,2023-12-31,Tax Rate For Calcs,0.108
7366,DTE,2023-12-31,Normalized EBITDA,3962000000.0
7367,DTE,2023-12-31,Total Unusual Items,1000000.0
7368,DTE,2023-12-31,Total Unusual Items Excluding Goodwill,1000000.0
7369,DTE,2023-12-31,Net Income From Continuing Operation Net Minority Interest,1397000000.0
7370,DTE,2023-12-31,Reconciled Depreciation,1606000000.0
7371,DTE,2023-12-31,Reconciled Cost Of Revenue,8418000000.0
7372,DTE,2023-12-31,EBITDA,3963000000.0
7373,DTE,2023-12-31,EBIT,2357000000.0
7374,DTE,2023-12-31,Net Interest Income,-734000000.0
7375,DTE,2023-12-31,Interest Expense,791000000.0
7376,DTE,2023-12-31,Interest Income,57000000.0
7377,DTE,2023-12-31,Normalized Income,1396108000.0
7378,DTE,2023-12-31,Net Income From Continuing And Discontinued Operation,1397000000.0
7379,DTE,2023-12-31,Total Expenses,10453000000.0
7380,DTE,2023-12-31,Total Operating Income As Reported,2243000000.0
7381,DTE,2023-12-31,Diluted Average Shares,206000000.0
7382,DTE,2023-12-31,Basic Average Shares,206000000.0
7383,DTE,2023-12-31,Diluted EPS,6.76
7384,DTE,2023-12-31,Basic EPS,6.77
7385,DTE,2023-12-31,Diluted NI Availto Com Stockholders,1394000000.0
7386,DTE,2023-12-31,Net Income Common Stockholders,1394000000.0
7387,DTE,2023-12-31,Otherunder Preferred Stock Dividend,3000000.0
7388,DTE,2023-12-31,Net Income,1397000000.0
7389,DTE,2023-12-31,Minority Interests,0.0
7390,DTE,2023-12-31,Net Income Including Noncontrolling Interests,1397000000.0
7391,DTE,2023-12-31,Net Income Discontinuous Operations,0.0
7392,DTE,2023-12-31,Net Income Continuous Operations,1397000000.0
7393,DTE,2023-12-31,Tax Provision,169000000.0
7394,DTE,2023-12-31,Pretax Income,1566000000.0
7395,DTE,2023-12-31,Other Income Expense,8000000.0
7396,DTE,2023-12-31,Other Non Operating Income Expenses,4000000.0
7397,DTE,2023-12-31,Special Income Charges,-16000000.0
7398,DTE,2023-12-31,Gain On Sale Of Ppe,-16000000.0
7399,DTE,2023-12-31,Other Special Charges,
7400,DTE,2023-12-31,Write Off,
7401,DTE,2023-12-31,Earnings From Equity Interest,3000000.0
7402,DTE,2023-12-31,Gain On Sale Of Security,17000000.0
7403,DTE,2023-12-31,Net Non Operating Interest Income Expense,-734000000.0
7404,DTE,2023-12-31,Interest Expense Non Operating,791000000.0
7405,DTE,2023-12-31,Interest Income Non Operating,57000000.0
7406,DTE,2023-12-31,Operating Income,2292000000.0
7407,DTE,2023-12-31,Operating Expense,2035000000.0
7408,DTE,2023-12-31,Other Operating Expenses,-42000000.0
7409,DTE,2023-12-31,Other Taxes,462000000.0
7410,DTE,2023-12-31,Depreciation Amortization Depletion Income Statement,1606000000.0
7411,DTE,2023-12-31,Depreciation And Amortization In Income Statement,1606000000.0
7412,DTE,2023-12-31,Amortization,15000000.0
7413,DTE,2023-12-31,Amortization Of Intangibles Income Statement,15000000.0
7414,DTE,2023-12-31,Depreciation Income Statement,1591000000.0
7415,DTE,2023-12-31,Selling General And Administration,9000000.0
7416,DTE,2023-12-31,General And Administrative Expense,9000000.0
7417,DTE,2023-12-31,Salaries And Wages,9000000.0
7418,DTE,2023-12-31,Gross Profit,4327000000.0
7419,DTE,2023-12-31,Cost Of Revenue,8418000000.0
7420,DTE,2023-12-31,Total Revenue,12745000000.0
7421,DTE,2023-12-31,Operating Revenue,12745000000.0
7422,DUK,2023-12-31,Tax Effect Of Unusual Items,15160478.288232
7423,DUK,2023-12-31,Tax Rate For Calcs,0.091882
7424,DUK,2023-12-31,Normalized EBITDA,13700000000.0
7425,DUK,2023-12-31,Total Unusual Items,165000000.0
7426,DUK,2023-12-31,Total Unusual Items Excluding Goodwill,165000000.0
7427,DUK,2023-12-31,Net Income From Continuing Operation Net Minority Interest,4296000000.0
7428,DUK,2023-12-31,Reconciled Depreciation,6084000000.0
7429,DUK,2023-12-31,Reconciled Cost Of Revenue,14473000000.0
7430,DUK,2023-12-31,EBITDA,13865000000.0
7431,DUK,2023-12-31,EBIT,7781000000.0
7432,DUK,2023-12-31,Net Interest Income,-2985000000.0
7433,DUK,2023-12-31,Interest Expense,3014000000.0
7434,DUK,2023-12-31,Interest Income,29000000.0
7435,DUK,2023-12-31,Normalized Income,4146160478.288232
7436,DUK,2023-12-31,Net Income From Continuing And Discontinued Operation,2841000000.0
7437,DUK,2023-12-31,Total Expenses,21957000000.0
7438,DUK,2023-12-31,Total Operating Income As Reported,7070000000.0
7439,DUK,2023-12-31,Diluted Average Shares,771000000.0
7440,DUK,2023-12-31,Basic Average Shares,771000000.0
7441,DUK,2023-12-31,Diluted EPS,3.54
7442,DUK,2023-12-31,Basic EPS,3.54
7443,DUK,2023-12-31,Diluted NI Availto Com Stockholders,2735000000.0
7444,DUK,2023-12-31,Net Income Common Stockholders,2735000000.0
7445,DUK,2023-12-31,Preferred Stock Dividends,106000000.0
7446,DUK,2023-12-31,Net Income,2841000000.0
7447,DUK,2023-12-31,Minority Interests,-33000000.0
7448,DUK,2023-12-31,Net Income Including Noncontrolling Interests,2874000000.0
7449,DUK,2023-12-31,Net Income Discontinuous Operations,-1455000000.0
7450,DUK,2023-12-31,Net Income Continuous Operations,4329000000.0
7451,DUK,2023-12-31,Tax Provision,438000000.0
7452,DUK,2023-12-31,Pretax Income,4767000000.0
7453,DUK,2023-12-31,Other Income Expense,649000000.0
7454,DUK,2023-12-31,Other Non Operating Income Expenses,371000000.0
7455,DUK,2023-12-31,Special Income Charges,165000000.0
7456,DUK,2023-12-31,Gain On Sale Of Ppe,52000000.0
7457,DUK,2023-12-31,Other Special Charges,-198000000.0
7458,DUK,2023-12-31,Write Off,85000000.0
7459,DUK,2023-12-31,Earnings From Equity Interest,113000000.0
7460,DUK,2023-12-31,Net Non Operating Interest Income Expense,-2985000000.0
7461,DUK,2023-12-31,Interest Expense Non Operating,3014000000.0
7462,DUK,2023-12-31,Interest Income Non Operating,29000000.0
7463,DUK,2023-12-31,Operating Income,7103000000.0
7464,DUK,2023-12-31,Operating Expense,6653000000.0
7465,DUK,2023-12-31,Other Taxes,1400000000.0
7466,DUK,2023-12-31,Depreciation Amortization Depletion Income Statement,5253000000.0
7467,DUK,2023-12-31,Depreciation And Amortization In Income Statement,5253000000.0
7468,DUK,2023-12-31,Gross Profit,13756000000.0
7469,DUK,2023-12-31,Cost Of Revenue,15304000000.0
7470,DUK,2023-12-31,Total Revenue,29060000000.0
7471,DUK,2023-12-31,Operating Revenue,29060000000.0
6510,DVA,2023-12-31,Tax Effect Of Unusual Items,-6366415.0
6511,DVA,2023-12-31,Tax Rate For Calcs,0.187
6512,DVA,2023-12-31,Normalized EBITDA,2355133000.0
6513,DVA,2023-12-31,Total Unusual Items,-34045000.0
6514,DVA,2023-12-31,Total Unusual Items Excluding Goodwill,-34045000.0
6515,DVA,2023-12-31,Net Income From Continuing Operation Net Minority Interest,691535000.0
6516,DVA,2023-12-31,Reconciled Depreciation,745443000.0
6517,DVA,2023-12-31,Reconciled Cost Of Revenue,8319717000.0
6518,DVA,2023-12-31,EBITDA,2321088000.0
6519,DVA,2023-12-31,EBIT,1575645000.0
6520,DVA,2023-12-31,Net Interest Income,-398551000.0
6521,DVA,2023-12-31,Interest Expense,398551000.0
6522,DVA,2023-12-31,Normalized Income,719213585.0
6523,DVA,2023-12-31,Net Income From Continuing And Discontinued Operation,691535000.0
6524,DVA,2023-12-31,Total Expenses,10539144000.0
6525,DVA,2023-12-31,Total Operating Income As Reported,1602784000.0
6526,DVA,2023-12-31,Diluted Average Shares,93182000.0
6527,DVA,2023-12-31,Basic Average Shares,90790000.0
6528,DVA,2023-12-31,Diluted EPS,7.42
6529,DVA,2023-12-31,Basic EPS,7.62
6530,DVA,2023-12-31,Diluted NI Availto Com Stockholders,691535000.0
6531,DVA,2023-12-31,Net Income Common Stockholders,691535000.0
6532,DVA,2023-12-31,Net Income,691535000.0
6533,DVA,2023-12-31,Minority Interests,-265443000.0
6534,DVA,2023-12-31,Net Income Including Noncontrolling Interests,956978000.0
6535,DVA,2023-12-31,Net Income Discontinuous Operations,0.0
6536,DVA,2023-12-31,Net Income Continuous Operations,956978000.0
6537,DVA,2023-12-31,Tax Provision,220116000.0
6538,DVA,2023-12-31,Pretax Income,1177094000.0
6539,DVA,2023-12-31,Other Income Expense,-25358000.0
6540,DVA,2023-12-31,Other Non Operating Income Expenses,-19177000.0
6541,DVA,2023-12-31,Special Income Charges,-34045000.0
6542,DVA,2023-12-31,Gain On Sale Of Business,
6543,DVA,2023-12-31,Other Special Charges,7962000.0
6544,DVA,2023-12-31,Write Off,
6545,DVA,2023-12-31,Impairment Of Capital Assets,26083000.0
6546,DVA,2023-12-31,Restructuring And Mergern Acquisition,
6547,DVA,2023-12-31,Earnings From Equity Interest,27864000.0
6548,DVA,2023-12-31,Net Non Operating Interest Income Expense,-398551000.0
6549,DVA,2023-12-31,Total Other Finance Cost,
6550,DVA,2023-12-31,Interest Expense Non Operating,398551000.0
6551,DVA,2023-12-31,Operating Income,1601003000.0
6552,DVA,2023-12-31,Operating Expense,2219427000.0
6553,DVA,2023-12-31,Provision For Doubtful Accounts,
6554,DVA,2023-12-31,Depreciation Amortization Depletion Income Statement,745443000.0
6555,DVA,2023-12-31,Depreciation And Amortization In Income Statement,745443000.0
6556,DVA,2023-12-31,Selling General And Administration,1473984000.0
6557,DVA,2023-12-31,General And Administrative Expense,1473984000.0
6558,DVA,2023-12-31,Other Gand A,1473984000.0
6559,DVA,2023-12-31,Gross Profit,3820430000.0
6560,DVA,2023-12-31,Cost Of Revenue,8319717000.0
6561,DVA,2023-12-31,Total Revenue,12140147000.0
6562,DVA,2023-12-31,Operating Revenue,11574941000.0
6799,DVN,2023-12-31,Tax Effect Of Unusual Items,5400000.0
6800,DVN,2023-12-31,Tax Rate For Calcs,0.18
6801,DVN,2023-12-31,Normalized EBITDA,7516000000.0
6802,DVN,2023-12-31,Total Unusual Items,30000000.0
6803,DVN,2023-12-31,Total Unusual Items Excluding Goodwill,30000000.0
6804,DVN,2023-12-31,Net Income From Continuing Operation Net Minority Interest,3747000000.0
6805,DVN,2023-12-31,Reconciled Depreciation,2554000000.0
6806,DVN,2023-12-31,Reconciled Cost Of Revenue,9891000000.0
6807,DVN,2023-12-31,EBITDA,7546000000.0
6808,DVN,2023-12-31,EBIT,4992000000.0
6809,DVN,2023-12-31,Net Interest Income,-308000000.0
6810,DVN,2023-12-31,Interest Expense,369000000.0
6811,DVN,2023-12-31,Interest Income,55000000.0
6812,DVN,2023-12-31,Normalized Income,3722400000.0
6813,DVN,2023-12-31,Net Income From Continuing And Discontinued Operation,3747000000.0
6814,DVN,2023-12-31,Total Expenses,10348000000.0
6815,DVN,2023-12-31,Diluted Average Shares,642000000.0
6816,DVN,2023-12-31,Basic Average Shares,639000000.0
6817,DVN,2023-12-31,Diluted EPS,5.84
6818,DVN,2023-12-31,Basic EPS,5.86
6819,DVN,2023-12-31,Diluted NI Availto Com Stockholders,3747000000.0
6820,DVN,2023-12-31,Net Income Common Stockholders,3747000000.0
6821,DVN,2023-12-31,Otherunder Preferred Stock Dividend,
6822,DVN,2023-12-31,Net Income,3747000000.0
